Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Customer_Segment,Cluster,PCA1,PCA2,Cluster_Name
CUST0397,201,7,688.9026169543887,1,4,4,144,3.0,At Risk,0,0.20480157576879982,1.8062556573691275,VIP Customers
CUST0398,13,8,870.1505679859159,5,5,5,555,5.0,Champions,0,1.9628398434565408,-0.03904709216757865,VIP Customers
CUST0399,215,6,489.5911011303859,1,4,3,143,2.6666666666666665,At Risk,1,-0.6040122570266073,1.6030143887471264,At Risk
CUST0400,93,3,149.09868319872692,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.5229703350860615,-0.5984228762357836,At Risk
CUST0401,146,9,820.6955131435744,1,5,5,155,3.6666666666666665,At Risk,0,1.3802211522241188,1.5686613839180972,VIP Customers
CUST0402,2,5,696.8711395927824,5,3,4,534,4.0,Loyal Customers,0,0.7859551530492292,-0.7413036524525126,VIP Customers
CUST0403,168,3,205.0266524104333,1,1,1,111,1.0,About to Sleep,1,-1.8246307941492372,0.3440484697887636,At Risk
CUST0404,171,5,649.4124646961793,1,3,4,134,2.6666666666666665,At Risk,1,-0.28112728765404066,1.16806428476637,At Risk
CUST0405,9,9,1232.757709279476,5,5,5,555,5.0,Champions,0,3.0793778083402565,0.48239186270434525,VIP Customers
CUST0406,124,7,528.0758696126401,2,4,3,243,3.0,At Risk,0,0.2836255252121967,0.7108943999406436,VIP Customers
CUST0407,105,6,939.6151051353387,2,4,5,245,3.6666666666666665,At Risk,0,1.0263511719514768,0.8780602998042922,VIP Customers
CUST0408,15,4,295.85703759515394,5,2,2,522,3.0,New Customers,1,-0.46751911351426123,-1.205388653982043,At Risk
CUST0409,198,1,29.57847713464825,1,1,1,111,1.0,About to Sleep,1,-2.9553433320698113,0.23658312713618537,At Risk
CUST0410,5,4,202.3664536259926,5,2,1,521,2.6666666666666665,New Customers,1,-0.6193873940529884,-1.4373438707584971,At Risk
CUST0411,74,1,166.76024922622005,3,1,1,311,1.6666666666666667,New Customers,1,-1.9438529156404312,-1.0379098545612524,At Risk
CUST0412,154,4,546.9706414746456,1,2,3,123,2.0,About to Sleep,1,-0.6973570751098018,0.7235087686547963,At Risk
CUST0413,22,4,392.385863367541,4,2,2,422,2.6666666666666665,New Customers,1,-0.2918059556871173,-1.0046147084581665,At Risk
CUST0414,157,7,802.6937581879082,1,4,5,145,3.3333333333333335,At Risk,0,0.7090989652200861,1.434462688052227,VIP Customers
CUST0415,37,3,189.77197644983897,4,1,1,411,2.0,New Customers,1,-1.1136801940696224,-1.200290995807458,At Risk
CUST0416,63,5,607.2209786055496,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.23887735807687033,-0.14172037746458294,VIP Customers
CUST0417,119,1,83.35499718357653,2,1,1,211,1.3333333333333333,About to Sleep,1,-2.3859939013908127,-0.6169308591766145,At Risk
CUST0418,350,2,243.2320809628029,1,1,1,111,1.0,About to Sleep,1,-3.058566184242624,2.3906107597263766,At Risk
CUST0419,54,7,1143.587985317887,3,4,5,345,4.0,Loyal Customers,0,2.0559952986345937,0.6561962296688885,VIP Customers
CUST0420,59,9,854.3399915561927,3,5,5,355,4.333333333333333,Loyal Customers,0,1.9501179626789236,0.597114880632314,VIP Customers
CUST0421,68,6,550.5157789143947,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.36801992653017346,-0.033527012278220386,VIP Customers
CUST0422,9,8,785.9183319607364,5,5,5,555,5.0,Champions,0,1.797520355848306,-0.18969394657482858,VIP Customers
CUST0423,88,3,404.05194601124424,2,1,2,212,1.6666666666666667,About to Sleep,1,-0.9252928828615917,-0.341659091695667,At Risk
CUST0424,117,2,87.17423410255714,2,1,1,211,1.3333333333333333,About to Sleep,1,-2.081906867459192,-0.5154758670740409,At Risk
CUST0425,28,8,1055.7803111064175,4,5,5,455,4.666666666666667,Champions,0,2.291994540122296,0.36496877684701856,VIP Customers
CUST0426,31,2,195.11385415669054,4,1,1,411,2.0,New Customers,1,-1.351816122138042,-1.3835875066339123,At Risk
CUST0427,19,6,640.3141827730093,5,4,4,544,4.333333333333333,Champions,0,0.8471835004078314,-0.49318734960253974,VIP Customers
CUST0428,174,4,386.5310912854645,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.1693173792712597,0.7581891633230203,At Risk
CUST0429,19,9,723.1128609691406,5,5,4,554,4.666666666666667,Champions,0,1.8846071588367623,-0.030812410273776,VIP Customers
CUST0430,135,2,285.4008347817629,1,1,1,111,1.0,About to Sleep,1,-1.7416880834463677,-0.06096193319922651,At Risk
CUST0431,95,4,346.99944419087694,2,2,2,222,2.0,About to Sleep,1,-0.8082999477445126,-0.21060484551443273,At Risk
CUST0432,103,5,948.4438444717582,2,3,5,235,3.3333333333333335,At Risk,0,0.773252064013092,0.7456516526766895,VIP Customers
CUST0433,63,2,211.82734365931015,3,1,1,311,1.6666666666666667,New Customers,1,-1.4964866228159677,-0.9902989553217848,At Risk
CUST0434,24,4,659.8452317802969,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.2939845567144129,-0.650885051905357,VIP Customers
CUST0435,2,9,925.0071181335659,5,5,5,555,5.0,Champions,0,2.4320633535221257,0.020658446907036172,VIP Customers
CUST0436,1,4,314.55235655363117,5,2,2,522,3.0,New Customers,1,-0.3461580942344311,-1.3453207834455931,At Risk
CUST0437,208,1,50.125736060524936,1,1,1,111,1.0,About to Sleep,1,-2.966337844749459,0.3784185997204791,At Risk
CUST0438,24,4,327.6863276843666,4,2,2,422,2.6666666666666665,New Customers,1,-0.44763678946519525,-1.061259482334879,At Risk
CUST0439,55,3,381.9386955727009,3,1,2,312,2.0,New Customers,1,-0.7869914929842357,-0.7532639015491325,At Risk
CUST0440,75,3,272.91009377738715,3,1,1,311,1.6666666666666667,New Customers,1,-1.1441649999649721,-0.6550665022038888,At Risk
CUST0441,89,4,541.3628880917452,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.34021613707071113,-0.040343324249760296,At Risk
CUST0442,14,8,966.4263739165292,5,5,5,555,5.0,Champions,0,2.1721106798871292,0.0915443597962809,VIP Customers
CUST0443,10,6,825.401322984579,5,4,5,545,4.666666666666667,Champions,0,1.311617125937166,-0.36932142782363714,VIP Customers
CUST0444,20,5,645.0361250071294,4,3,4,434,3.6666666666666665,Loyal Customers,0,0.5678537190768329,-0.5957349001494844,VIP Customers
CUST0445,161,7,642.5276952268764,1,4,4,144,3.0,At Risk,0,0.32874289434377835,1.283161253530138,VIP Customers
CUST0446,111,4,342.68386546115,2,2,2,222,2.0,About to Sleep,1,-0.908929082376024,-0.02961692429180965,At Risk
CUST0447,19,8,803.6790747325581,5,5,5,555,5.0,Champions,0,1.7803043033097576,-0.051301148462006195,VIP Customers
CUST0448,33,3,550.6705260458292,4,1,3,413,2.6666666666666665,Potential Loyalists,1,-0.28514255971728664,-0.8009893455581034,At Risk
CUST0449,153,5,337.89976214426224,1,3,2,132,2.0,At Risk,1,-0.8742834168298778,0.5735880648943449,At Risk
CUST0450,16,6,578.5698259286826,5,4,3,543,4.0,Loyal Customers,0,0.7263862879447253,-0.6044059815698417,VIP Customers
CUST0451,61,2,65.68744031621809,3,1,1,311,1.6666666666666667,New Customers,1,-1.8114034542976902,-1.1941412966045544,At Risk
CUST0452,25,4,477.8627540453093,4,2,3,423,3.0,Potential Loyalists,1,-0.11802038893703144,-0.8640750950736839,At Risk
CUST0453,100,7,1034.574478290632,2,4,5,245,3.6666666666666665,At Risk,0,1.5509908779791748,1.0571818170008778,VIP Customers
CUST0454,98,5,325.4224617923868,2,3,2,232,2.3333333333333335,At Risk,1,-0.5893513326937329,-0.0823013673980068,At Risk
CUST0455,2,8,1254.9564630220073,5,5,5,555,5.0,Champions,0,2.8845658436859636,0.308276639263729,VIP Customers
CUST0456,188,6,741.3852127773408,1,4,4,144,3.0,At Risk,0,0.11172787547849,1.5996855073970946,VIP Customers
CUST0457,69,9,1270.7925837552566,3,5,5,355,4.333333333333333,Loyal Customers,0,2.823073398656831,1.2280819816105644,VIP Customers
CUST0458,136,2,150.81876430248758,1,1,1,111,1.0,About to Sleep,1,-2.0478606898018876,-0.21558989993418315,At Risk
CUST0459,13,7,657.0651546692068,5,4,4,544,4.333333333333333,Champions,0,1.202892017111293,-0.4223354353692755,VIP Customers
CUST0460,6,9,1056.6359085537,5,5,5,555,5.0,Champions,0,2.703206578026209,0.22986261762977436,VIP Customers
CUST0461,23,5,634.8627182166865,4,3,4,434,3.6666666666666665,Loyal Customers,0,0.5280779406510937,-0.5733689556322228,VIP Customers
CUST0462,139,2,188.40089054496644,1,1,1,111,1.0,About to Sleep,1,-1.981011228745347,-0.134223129527324,At Risk
CUST0463,102,3,326.4194040563085,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.1782448428620647,-0.27454250027737803,At Risk
CUST0464,14,5,485.5360860352602,5,3,3,533,3.6666666666666665,Loyal Customers,0,0.24585570657574987,-0.8626633004645353,VIP Customers
CUST0465,93,6,433.2957418571227,2,4,2,242,2.6666666666666665,At Risk,1,-0.0358783516626555,0.11277497481525749,At Risk
CUST0466,335,1,112.22456837736014,1,1,1,111,1.0,About to Sleep,1,-3.549949661436388,1.9340529779461908,At Risk
CUST0467,42,5,570.9244171990224,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.2772660281887618,-0.4311085437548703,VIP Customers
CUST0468,58,4,340.70617644554113,3,2,2,322,2.3333333333333335,New Customers,1,-0.6119283960660324,-0.649244371839174,At Risk
CUST0469,6,2,145.69784676346606,5,1,1,511,2.3333333333333335,New Customers,1,-1.3199712379187523,-1.7357643656250028,At Risk
CUST0470,30,3,235.37182087677223,4,1,1,411,2.0,New Customers,1,-0.9720583221138662,-1.225468347768675,At Risk
CUST0471,27,12,1138.7214930001483,4,5,5,455,4.666666666666667,Champions,0,3.61960897712124,0.9359011740410874,VIP Customers
CUST0472,9,4,457.7325846934837,5,2,3,523,3.3333333333333335,Potential Loyalists,1,-0.07197202386204732,-1.0752651569635743,At Risk
CUST0473,263,2,142.19081836332916,1,1,1,111,1.0,About to Sleep,1,-2.7893863478892804,1.2526632249666565,At Risk
CUST0474,29,4,466.44768328614737,4,2,3,423,3.0,Potential Loyalists,1,-0.16625556911325837,-0.8315982146148241,At Risk
CUST0475,183,3,269.7094460930507,1,1,1,111,1.0,About to Sleep,1,-1.7655180513566657,0.5986372577415048,At Risk
CUST0476,79,8,617.7751609655563,2,5,4,254,3.6666666666666665,At Risk,0,1.0240049106513232,0.4177179207057176,VIP Customers
CUST0477,3,6,497.68448906314256,5,4,3,543,4.0,Loyal Customers,0,0.6197234300908973,-0.855722661962669,VIP Customers
CUST0478,5,6,693.8994964387842,5,4,4,544,4.333333333333333,Champions,0,1.0464444781832873,-0.5900137199576083,VIP Customers
CUST0479,48,2,314.6648113935249,3,1,2,312,2.0,New Customers,1,-1.1815717533653631,-1.0379204423332788,At Risk
CUST0480,10,6,518.9415952316549,5,4,3,543,4.0,Loyal Customers,0,0.6273751169367984,-0.747945136763474,VIP Customers
CUST0481,49,6,559.9727952547477,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.4971898080677141,-0.24309775632737918,VIP Customers
CUST0482,234,3,303.5159623554461,1,1,2,112,1.3333333333333333,About to Sleep,1,-1.980079340155574,1.2342985002453788,At Risk
CUST0483,95,6,808.4781565497082,2,4,5,245,3.6666666666666665,At Risk,0,0.7904287015013725,0.5995938944168481,VIP Customers
CUST0484,196,2,113.18251268266908,1,1,1,111,1.0,About to Sleep,1,-2.47311833755879,0.4366103414209181,At Risk
CUST0485,24,11,1296.6877857952227,4,5,5,455,4.666666666666667,Champions,0,3.7051809476502173,0.9761034468784542,VIP Customers
CUST0486,124,3,300.81767408338453,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.3605228222787817,-0.049983219373497575,At Risk
CUST0487,14,1,25.690972535897583,5,1,1,511,2.3333333333333335,New Customers,1,-1.9175965676855913,-1.9108965282249717,At Risk
CUST0488,125,6,713.2136699681835,2,4,4,244,3.3333333333333335,At Risk,0,0.40711574937325784,0.8312463535287733,VIP Customers
CUST0489,178,6,277.49576273858776,1,4,1,141,2.0,At Risk,1,-0.8671412841292401,0.9101112961554193,At Risk
CUST0490,86,8,881.7588777489672,2,5,5,255,4.0,At Risk,0,1.5735997262168622,0.8253784035883518,VIP Customers
CUST0491,50,5,478.3583535933416,3,3,3,333,3.0,Loyal Customers,1,0.025094141314636217,-0.45231185691881276,At Risk
CUST0492,26,4,526.192551498692,4,2,3,423,3.0,Potential Loyalists,1,-0.01580007234002594,-0.79271979688317,At Risk
CUST0493,44,7,517.2769362200072,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.7144824662018671,-0.23404600636880799,VIP Customers
CUST0494,30,8,965.4567180494803,4,5,5,455,4.666666666666667,Champions,0,2.0789520895855564,0.2766660891815056,VIP Customers
CUST0495,57,6,544.7454638602148,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.4176944744546473,-0.1687509042242631,VIP Customers
CUST0496,17,3,192.9085813726329,5,1,1,511,2.3333333333333335,New Customers,1,-0.992934987826428,-1.4293154401836992,At Risk
CUST0497,267,5,406.7592269191198,1,3,2,132,2.0,At Risk,1,-1.3688682545021211,1.986190274438565,At Risk
CUST0498,20,3,405.4438458100496,4,1,2,412,2.3333333333333335,New Customers,1,-0.5354623031666321,-1.1317982262593909,At Risk
CUST0499,30,8,763.8252381930416,4,5,4,454,4.333333333333333,Champions,0,1.6287633164430133,0.027555188698613786,VIP Customers
CUST0500,71,7,1135.7385299565155,3,4,5,345,4.0,Loyal Customers,0,1.9417888689194762,0.844463112575091,VIP Customers
CUST0501,24,4,249.6012549113574,4,2,1,421,2.3333333333333335,New Customers,1,-0.621979720129872,-1.157731733625234,At Risk
CUST0502,35,4,457.0814145972769,4,2,3,423,3.0,Potential Loyalists,1,-0.22129052748074712,-0.7733001233791845,At Risk
CUST0503,34,7,788.731872429878,4,4,5,445,4.333333333333333,Champions,0,1.3774392125401096,-0.015119707899104707,VIP Customers
CUST0504,163,5,438.4585012382953,1,3,2,132,2.0,At Risk,1,-0.706633850123372,0.8142758193140437,At Risk
CUST0505,84,6,930.1215327868122,2,4,5,245,3.6666666666666665,At Risk,0,1.1245836956578843,0.6217865893748933,VIP Customers
CUST0506,70,3,530.867623620491,3,1,3,313,2.3333333333333335,New Customers,1,-0.5397798288383978,-0.39459101716039185,At Risk
CUST0507,70,2,106.70222938704924,3,1,1,311,1.6666666666666667,New Customers,1,-1.7710123856806572,-1.0386636593094427,At Risk
CUST0508,50,7,507.43076784959857,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.6583760211348959,-0.17634081978225669,VIP Customers
CUST0509,162,6,581.1025163252915,1,4,3,143,2.6666666666666665,At Risk,1,-0.09827558783986784,1.0988905071697286,At Risk
CUST0510,113,4,325.6062024902198,2,2,2,222,2.0,About to Sleep,1,-0.9584331041585742,-0.02742600642795025,At Risk
CUST0511,214,5,618.3884407694959,1,3,4,134,2.6666666666666665,At Risk,1,-0.5949409017584734,1.6304690778406752,At Risk
CUST0512,160,2,145.2724289481026,1,1,1,111,1.0,About to Sleep,1,-2.19673457739143,0.05703730881424972,At Risk
CUST0513,32,5,871.9895773407608,4,3,5,435,4.0,Loyal Customers,0,1.006334427299947,-0.17559951746697355,VIP Customers
CUST0514,144,3,346.82478178968967,1,1,2,112,1.3333333333333333,About to Sleep,1,-1.3715433579897953,0.2397571137857044,At Risk
CUST0515,22,6,433.48363837319573,4,4,2,442,3.3333333333333335,Promising,0,0.36832531494365667,-0.7137866239644864,VIP Customers
CUST0516,8,9,1081.8455716669462,5,5,5,555,5.0,Champions,0,2.7481187627946824,0.284298521680033,VIP Customers
CUST0517,172,5,859.5886593028589,1,3,5,135,3.0,At Risk,0,0.18245243087693283,1.4393769594710855,VIP Customers
CUST0518,21,6,639.3578642158687,4,4,4,444,4.0,Champions,0,0.833674097462676,-0.4710788939277524,VIP Customers
CUST0519,133,4,438.20344822641596,2,2,2,222,2.0,About to Sleep,1,-0.8207758016450523,0.3445848593867532,At Risk
CUST0520,6,9,807.8837351868087,5,5,5,555,5.0,Champions,0,2.1478099910234483,-0.07746477960315286,VIP Customers
CUST0521,29,8,733.1029330743479,4,5,4,454,4.333333333333333,Champions,0,1.5658557866088394,-0.022046471251170086,VIP Customers
CUST0522,8,4,448.6931417392787,5,2,3,523,3.3333333333333335,Potential Loyalists,1,-0.08646756404559673,-1.0980781561214619,At Risk
CUST0523,10,4,406.6243328725819,5,2,2,522,3.0,New Customers,1,-0.19177008176862204,-1.1267632049599563,At Risk
CUST0524,11,5,365.39176996268577,5,3,2,532,3.3333333333333335,Promising,1,-0.005332881357389851,-1.0460336938624986,At Risk
CUST0525,1,6,489.6206073821293,5,4,3,543,4.0,Loyal Customers,0,0.613093156029239,-0.8889753606170862,VIP Customers
CUST0526,104,6,682.0346557138428,2,4,4,244,3.3333333333333335,At Risk,0,0.456930523561667,0.5481807950983922,VIP Customers
CUST0527,83,3,332.0132978594271,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.057700273189393,-0.4888860403929616,At Risk
CUST0528,49,5,636.6413170543269,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.38418445645955573,-0.2684020002868709,VIP Customers
CUST0529,9,4,373.74956880857076,5,2,2,522,3.0,New Customers,1,-0.25948347253543447,-1.179024176771669,At Risk
CUST0530,2,5,431.1109187918842,5,3,2,532,3.3333333333333335,Promising,0,0.19258417825088484,-1.069644088000478,VIP Customers
CUST0531,16,3,516.5008383958208,5,1,3,513,3.0,Potential Loyalists,1,-0.2647535560026261,-1.0411698808391088,At Risk
CUST0532,29,6,652.4220017887206,4,4,4,444,4.0,Champions,0,0.8173459920715893,-0.36177860441760556,VIP Customers
CUST0533,52,4,174.3120123704857,3,2,1,321,2.0,New Customers,1,-0.9493191325817605,-0.9246902998424571,At Risk
CUST0534,91,5,379.270412510531,2,3,2,232,2.3333333333333335,At Risk,1,-0.4293136615054692,-0.09728838009798803,At Risk
CUST0535,9,4,243.2062677337958,5,2,1,521,2.6666666666666665,New Customers,1,-0.5509514942683214,-1.3403073221708917,At Risk
CUST0536,29,4,348.3739978013931,4,2,2,422,2.6666666666666665,New Customers,1,-0.4298822986628637,-0.97747544636149,At Risk
CUST0537,19,7,801.1423090094289,5,4,5,545,4.666666666666667,Champions,0,1.4904548832970106,-0.17446164240704892,VIP Customers
CUST0538,13,6,596.5822225356724,5,4,4,544,4.333333333333333,Champions,0,0.7836644187347916,-0.6170870405054143,VIP Customers
CUST0540,54,8,640.627821855606,3,5,4,354,4.0,Loyal Customers,0,1.2172062613026264,0.15482728351671818,VIP Customers
CUST0541,152,4,500.02051006380105,1,2,3,123,2.0,About to Sleep,1,-0.790809868504511,0.6422130328045107,At Risk
CUST0542,48,7,877.2400935961352,3,4,5,345,4.0,Loyal Customers,0,1.495434816738191,0.2572598471075241,VIP Customers
CUST0543,107,3,265.59916674822875,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.3424755503593768,-0.29145954644454125,At Risk
CUST0544,3,4,375.9964029982874,5,2,2,522,3.0,New Customers,1,-0.22034429336336098,-1.2461181600985431,At Risk
CUST0546,8,10,1292.8077033177926,5,5,5,555,5.0,Champions,0,3.5033258732116863,0.6649636008550093,VIP Customers
CUST0547,9,5,404.7086328483105,5,3,2,532,3.3333333333333335,Promising,1,0.09382528238948322,-1.0207486088685052,At Risk
CUST0548,23,4,353.73295974044004,4,2,2,422,2.6666666666666665,New Customers,1,-0.38379457666240147,-1.0407244698308782,At Risk
CUST0549,45,4,419.3914804025193,3,2,2,322,2.3333333333333335,New Customers,1,-0.3623130027628154,-0.7034153185686265,At Risk
CUST0550,35,5,645.9272699414663,4,3,4,434,3.6666666666666665,Loyal Customers,0,0.4845368962719302,-0.4199591778662858,VIP Customers
CUST0551,48,4,774.5825318317266,3,2,5,325,3.3333333333333335,New Customers,0,0.41367162146735004,-0.22965027081438794,VIP Customers
CUST0552,107,3,432.7815366701949,2,1,2,212,1.6666666666666667,About to Sleep,1,-0.9692023587931572,-0.0849097024133538,At Risk
CUST0553,20,6,671.6387111107836,4,4,4,444,4.0,Champions,0,0.911435632445733,-0.4428416571807248,VIP Customers
CUST0554,28,7,909.6122709105908,4,4,5,445,4.333333333333333,Champions,0,1.6814551797996222,0.06435525747720358,VIP Customers
CUST0555,197,2,352.67257992939767,1,1,2,112,1.3333333333333333,About to Sleep,1,-1.9440886388497385,0.7441396089672011,At Risk
CUST0556,5,4,457.3323687793082,5,2,3,523,3.3333333333333335,Potential Loyalists,1,-0.05011719568038219,-1.12233954325215,At Risk
CUST0557,17,8,926.3304891877018,5,5,5,555,5.0,Champions,0,2.0655260696159994,0.07694179409272932,VIP Customers
CUST0558,11,4,315.06793292367985,5,2,2,522,3.0,New Customers,1,-0.4018779573415516,-1.2282339784960492,At Risk
CUST0559,17,11,1328.0015761624263,5,5,5,555,5.0,Champions,0,3.814905909685078,0.9332760147129933,VIP Customers
CUST0560,150,7,702.6036865115552,1,4,4,144,3.0,At Risk,0,0.5254345047218175,1.2292889078665725,VIP Customers
CUST0561,14,7,683.5486670707406,5,4,4,544,4.333333333333333,Champions,0,1.256335464777829,-0.3779707030633488,VIP Customers
CUST0562,37,1,117.897502203069,4,1,1,411,2.0,New Customers,1,-1.842527542579702,-1.529142960636213,At Risk
CUST0563,56,7,670.0584111212496,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.9873571314320009,0.09445166130047779,VIP Customers
CUST0564,131,5,468.8245730603028,2,3,3,233,2.6666666666666665,At Risk,1,-0.45684737267478726,0.47915294691409666,At Risk
CUST0565,10,4,420.4813544224269,5,2,2,522,3.0,New Customers,1,-0.16083108585699082,-1.1096431842233605,At Risk
CUST0566,40,6,711.1894218575105,4,4,4,444,4.0,Champions,0,0.8859997017367597,-0.16107804899334108,VIP Customers
CUST0567,15,5,841.8727235958225,5,3,5,535,4.333333333333333,Loyal Customers,0,1.035772317253865,-0.4107728727961258,VIP Customers
CUST0568,130,2,329.3743266100762,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.6150716199370514,-0.06485864061686453,At Risk
CUST0569,27,5,422.29679477968773,4,3,2,432,3.0,Promising,1,0.030727098336754795,-0.7894091722018376,At Risk
CUST0570,105,6,614.7636137407512,2,4,4,244,3.3333333333333335,At Risk,0,0.3010453096497136,0.4767140040664744,VIP Customers
CUST0571,105,5,629.868290283187,2,3,4,234,3.0,At Risk,1,0.05058447744902015,0.37534909269475225,At Risk
CUST0572,45,4,272.49495632496865,3,2,1,321,2.0,New Customers,1,-0.6902933657520764,-0.884902482263601,At Risk
CUST0573,109,5,347.1039131661633,2,3,2,232,2.3333333333333335,At Risk,1,-0.6035005998231491,0.07258035525533854,At Risk
CUST0574,20,6,681.2280682088946,4,4,4,444,4.0,Champions,0,0.9328460833847334,-0.43099423442975715,VIP Customers
CUST0575,38,9,1063.822269780309,4,5,5,455,4.666666666666667,Champions,0,2.5372645666040157,0.6113806284214296,VIP Customers
CUST0576,3,4,406.2654616220303,5,2,2,522,3.0,New Customers,1,-0.15276164021959204,-1.2087214576793637,At Risk
CUST0577,205,2,338.3202149963229,1,1,2,112,1.3333333333333333,About to Sleep,1,-2.0216304080783893,0.8195674613350642,At Risk
CUST0578,84,5,635.7386477980225,2,3,4,234,3.0,At Risk,0,0.18312051735617024,0.13805715240334543,VIP Customers
CUST0579,22,5,536.5704469504162,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.3143048803803077,-0.7064517025859108,VIP Customers
CUST0580,64,4,477.7318187108664,3,2,3,323,2.6666666666666665,New Customers,1,-0.3401096566012908,-0.41008255442756214,At Risk
CUST0581,9,6,720.3316292084027,5,4,4,544,4.333333333333333,Champions,0,1.0827119071017766,-0.510777519185638,VIP Customers
CUST0582,30,6,829.0434770882798,4,4,5,445,4.333333333333333,Champions,0,1.2060070623400476,-0.13192198780460762,VIP Customers
CUST0583,21,5,624.4810479337875,4,3,4,434,3.6666666666666665,Loyal Customers,0,0.5162726690750113,-0.6094852270092914,VIP Customers
CUST0584,2,5,544.234839191735,5,3,3,533,3.6666666666666665,Loyal Customers,0,0.44515941587818186,-0.9298821733578528,VIP Customers
CUST0585,109,3,230.88901790113326,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.4313481627493851,-0.31105314574779697,At Risk
CUST0586,18,4,395.37662751712014,5,2,2,522,3.0,New Customers,1,-0.2623799825843343,-1.047499619483242,At Risk
CUST0587,262,2,188.3150684847144,1,1,1,111,1.0,About to Sleep,1,-2.680716223041786,1.2980036573354645,At Risk
CUST0588,15,11,1139.1838555021266,5,5,5,555,5.0,Champions,0,3.404701009930906,0.6767062446075834,VIP Customers
CUST0589,61,7,886.4842126855531,3,4,5,345,4.0,Loyal Customers,0,1.4421421361015332,0.4200655058850385,VIP Customers
CUST0590,25,4,601.0562000832762,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.1570373866172723,-0.7118725208627577,VIP Customers
CUST0591,94,2,307.2007283197049,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.4598436686824348,-0.5114729555867211,At Risk
CUST0592,55,3,547.9814887962149,3,1,3,313,2.3333333333333335,New Customers,1,-0.41626266917320626,-0.5481219774405824,At Risk
CUST0593,34,7,638.8083025576192,4,4,4,444,4.0,Champions,0,1.0427002718052694,-0.2003467147190694,VIP Customers
CUST0594,22,7,542.3361792952232,4,4,3,443,3.6666666666666665,Loyal Customers,0,0.8955492185269668,-0.4592755169396254,VIP Customers
CUST0595,42,4,364.3559974629957,4,2,2,422,2.6666666666666665,New Customers,1,-0.46813110722888784,-0.8063452962997862,At Risk
CUST0596,2,6,531.8523918684707,5,4,3,543,4.0,Loyal Customers,0,0.7016982525316728,-0.8251540124945757,VIP Customers
CUST0597,34,4,309.7925875374933,4,2,2,422,2.6666666666666665,New Customers,1,-0.5444596967152574,-0.9669169503434578,At Risk
CUST0598,66,8,1236.4664106813311,3,5,5,355,4.333333333333333,Loyal Customers,0,2.4793080982608737,1.0307114837535507,VIP Customers
CUST0599,23,3,270.91248132625327,4,1,1,411,2.0,New Customers,1,-0.8528958979429929,-1.2630735824222692,At Risk
CUST0600,48,2,124.73792778246582,3,1,1,311,1.6666666666666667,New Customers,1,-1.6056273164179544,-1.2725705923790307,At Risk
CUST0601,73,5,468.80825083935144,3,3,3,333,3.0,Loyal Customers,1,-0.12703197960238688,-0.19627618988105133,At Risk
CUST0602,106,5,639.5780476834838,2,3,4,234,3.0,At Risk,0,0.06657664920180975,0.39899024941708117,VIP Customers
CUST0603,162,1,113.88384327930848,1,1,1,111,1.0,About to Sleep,1,-2.562376539645029,-0.07847895833169911,At Risk
CUST0604,214,4,482.7390269945653,1,2,3,123,2.0,About to Sleep,1,-1.1819950030980786,1.3428510713809385,At Risk
CUST0605,64,5,684.3587926798753,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.4054182146435586,-0.034773459519659766,VIP Customers
CUST0606,57,4,665.9599923487189,3,2,4,324,3.0,New Customers,0,0.11996284909752827,-0.2590459959944304,VIP Customers
CUST0607,66,5,633.030658089851,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.279442117127934,-0.07489818519058537,VIP Customers
CUST0608,25,8,650.942373039579,4,5,4,454,4.333333333333333,Champions,0,1.4051617933586078,-0.17013381921702786,VIP Customers
CUST0609,19,4,560.0647296818784,5,2,3,523,3.3333333333333335,Potential Loyalists,1,0.09963708043469398,-0.8323864017161245,At Risk
CUST0610,12,9,900.6205395936929,5,5,5,555,5.0,Champions,0,2.320743687370931,0.1069792314018781,VIP Customers
CUST0611,28,6,438.38937246033834,4,4,2,442,3.3333333333333335,Promising,0,0.3451558937660699,-0.6378558125516289,VIP Customers
